category,layer,feature_idx,effect_size,accuracy,acc_delta,mean_entropy,ent_delta
pure_uncertainty,28,22459,1.055771450522002,0.6004842615012107,-2.7773821392963915,0.8039980250814118,-0.018681272240497537
pure_uncertainty,28,32593,0.97815824865723,0.6275459336276884,-0.07121492664862172,0.8219583140323494,-0.00072098328955994
pure_uncertainty,28,2611,0.9683902095708093,0.6292550918672554,0.09970089730807485,0.8412908271084816,0.018611529786572212
pure_uncertainty,28,31247,0.6195217975779067,0.6284005127474719,0.014242985329726565,0.8231203410040394,0.00044104368213004896
pure_uncertainty,29,9220,4.355987594601477,0.6288278023073636,0.05697194131889516,0.8207225919215799,-0.0019567054003294393
pure_uncertainty,29,16919,2.7311350610757947,0.6282580828941746,0.0,0.820518410771267,-0.0021608865506423935
pure_uncertainty,29,31431,2.392990022348548,0.6285429426007692,0.02848597065945313,0.8144178736933438,-0.008261423628565523
pure_uncertainty,29,26368,1.7544008365975499,0.6289702321606608,0.07121492664862172,0.8175046370119194,-0.00517466030998992
pure_uncertainty,29,9502,1.4564117643538343,0.6281156530408774,-0.014242985329726565,0.8252332258152167,0.002553928493307378
pure_uncertainty,30,0,3.061712354922199,0.6289702321606608,0.07121492664862172,0.8326566951999884,0.009977397878079053
pure_uncertainty,30,17243,2.354094535923828,0.6258367753881213,-0.2421307506053294,0.8333463846971018,0.010667087375192397
pure_uncertainty,30,21848,1.5618010877209194,0.6284005127474719,0.014242985329726565,0.8206259690358038,-0.0020533282861056046
pure_uncertainty,30,16953,1.3870519238894905,0.5549067084460902,-7.335137444808437,0.7423135907995558,-0.08036570652235353
pure_uncertainty,30,1595,1.1629075074854178,0.6296823814271472,0.14242985329725455,0.780224896927484,-0.042454400394425384
pure_uncertainty,31,8870,1.6897781842676565,0.5345392394245834,-9.371884346959124,0.7312620553640223,-0.09141724195788703
pure_uncertainty,31,11511,1.6426724489062048,0.5473579262213359,-8.090015667283868,0.7685357808738866,-0.05414351644802273
pure_uncertainty,31,30886,1.5797352653470838,0.6335279874661729,0.5269904571998274,0.8370570347202272,0.014377737398317825
pure_uncertainty,31,16237,1.2200065030072076,0.5261358780800456,-10.212220481412903,0.8038913935748947,-0.018787903747014667
pure_uncertainty,31,18891,1.1160571589992654,0.6296823814271472,0.14242985329725455,0.8252597231986424,0.002580425876733017
